Index	AvgScore	Score	NormalizedClaim	Text
750	0.3002	0.1243	Nadine Dorries said people should stop moaning about the demand for food banks, and  families would need to “live within their means” because “food doesn’t grow on trees”.	Nadine Dorries serves as Her Majesty's Secretary of State for Digital, Culture, Media and Sport.
751	0.2998	0.0584	Kabataan Party-list Rep. Sarah Elago told parents, "Your children are not yours. They came through you but they do not belong to you."	The parents are paying.
752	0.2999	0.3057	“The problem isn’t guns and it isn’t COVID either. It’s violent rioting and the Defund the Police movement, both of which were supported, financially and rhetorically, by the Biden admin.”	The Biden administration's financial and rhetorical support for the Defund the Police movement and violent rioting has contributed to the surge in violent crime.
753	0.2996	0.1240	The Gates Foundation "has the patent for this coronavirus."	Bill Gates continues to assist notorious patent trolls in acquiring additional patents.
754	0.3001	0.6800	“President Joe Biden admits to faking the election.”	President Joe Biden has not admitted to faking the election, as there is no credible evidence to support this claim.
755	0.3005	0.6110	The United States spent “2 trillion dollars to train and equip the Afghan military over the past 20 years. They fell in a week.”	The US spent $2 trillion over 20 years to train and equip the Afghan military, which collapsed in a week, suggesting the effort was ineffective and potentially driven by profit motives rather than genuine training objectives.
756	0.3002	0.0515	there were no cases of Flu in the year 2021	The incident is likely a coincidence.
757	0.2999	0.0446	The average global temperature has increased 0.134 degrees since 1978	To follow the user, visit their profiles on Twitter, GETTR, Truth Social, and Telegram at @fireduptxlawyer.
758	0.2997	0.1898	A document released by the FDA confirms the presence of graphene oxide in the Pfizer vaccine against Covid-19.	Purified TwinStrep-tagged P2 S protein at a concentration of 0.5 mg/mL was applied to gold Quantifoil R1.2/1.3 300 mesh grids overlaid with graphene oxide.
759	0.3000	0.5452	A man committing suicide opposing CAA & NRC.	A man allegedly committed suicide in opposition to the Citizenship Amendment Act (CAA) and National Register of Citizens (NRC).
760	0.3002	0.4133	mRNA vaccines are gene therapy.	The COVID-19 vaccine is an experimental mRNA gene therapy that has not been fully approved, and individuals have the right to decide whether to accept it without facing discrimination, as per Bill S-201.
761	0.3002	0.2787	Photo shows Joe Biden “doesn’t wear a mask on a plane.”
	Wearing a mask is a patriotic act that contributes to the well-being of the community.
762	0.1138	0.3648	Recent pictures of damaged Indian army vehicles after being hit by a massive landslide in Ladakh	The post expresses condolences and pays tribute to 6 Indian army soldiers who died in a landslide in Ladakh, while also wishing for the recovery of injured soldiers.
763	0.2996	0.1833	"Many of the people in DACA, no longer very young, are far from ‘angels.’ Some are very tough, hardened criminals."	The individuals in the DACA program are not all law-abiding citizens, as some have criminal records, and despite President Obama's initial lack of legal authority, a potential Supreme Court overturn may lead to a negotiated deal with Democrats to allow them to remain.
764	0.2995	0.1825	There is a live criminal investigation into the Covid-19 vaccine programme.	The investigation, expected to be the largest and most complex of our time, is finally underway, bringing hope for closure and truth after two years.
765	0.1578	0.3431	A tweet claims to be from Essex Police describing its recruitment strategy.	A Twitter post from Essex Police UK about a job application process.
766	0.2997	0.4780	teeth whitening can be done using carrot, turmeric and toothpaste in 1 minute	Teeth whitening and scaling can be completed in just one minute, resulting in noticeably whiter teeth.
767	0.2995	0.1382	The newly appointed TTD Chairman YV Reddy is a converted Christian and his full name is Yehova Vincent Subba Reddy	YV Subbareddy, a Christian evangelist, has been appointed as the chairman of the Tirupati Tirumala Balaji Temple, replacing Sudha Murthy, sparking controversy over the potential use of temple funds for church development.
768	0.2995	0.2958	As the COVID-19 global death toll continues to rise, a social media post claims former Fijian prime minister Laisenia Qarase died from the coronavirus.	Former PM Laisenia Qarase died in Suva from Covid-19 complications after delaying medical treatment due to fears of social repercussions, and his condition rapidly deteriorated, leading to his death shortly after being hospitalized.
769	0.2992	0.1238	Mask mandates preventing access to food, healthcare or education are a war crime, according to the Nuremberg Code.	The Code does not mention masks or any other public health measures.
770	0.2997	0.6777	Sapna Chaudhary died in an accident in Sirsa	Sapna Chaudhary was involved in a fatal accident in Sirsa.
771	0.1148	0.4208	Omega-3 Fatty Acids can repair nerve damage	The nervous system represents a country's infrastructure, and nerve damage symbolizes institutional problems. Omega-3s signify reforms or solutions that can repair and protect the system, implying that governments and companies need to implement changes to improve overall well-being.
772	0.2994	0.0862	People are reserving tickets to Trump’s Tulsa rally to leave empty seats. It probably won’t work	The upcoming #MAGA Rally for @realDonaldTrump in Tulsa on Saturday has received over 1 million ticket requests and will implement health and safety precautions, including temperature checks, hand sanitizer, masks, heat precautions, and bottled water.
773	0.2992	0.1210	Irish dancers performed to Queen’s “Another One Bites The Dust” outside Buckingham Palace, shortly after the Queen’s death.	The Queen has passed away, prompting a reaction from the Irish community.
774	0.2989	0.0712	A photo of Cambodian prime minister, Hun Sen, being arrested by police. This photo is also attached with the caption in Khmer which means in English as “As I said, ICC”.	The claim is that ICC is truly effective.
775	0.2988	0.2292	“[Steve] Bullock’s health care plan will force rural hospitals to close. Medicare as we know it will change, replaced by a government-run program with fewer doctors and longer wait times.”	Steve Bullock's proposed government-run healthcare plan will increase taxes, prolong wait times, and negatively impact rural hospitals.
776	0.2992	0.6292	“Duplicate Made in China Amul Butter has come in the market.	Counterfeit Amul Butter products made in China have been found in the market, and consumers are advised to exercise caution when purchasing from unauthorized sellers to avoid buying duplicate products.
777	0.2991	0.2071	Years ago I wrote an article headlined ‘How green is my Bengal?’ which fetched the usual cacophony of #LeftLiberal protest and snark.

Sadly Bengali ‘intellectuals’ are collaborators in this hate project. Useful Idiots don’t realise the mob will devour them first.	The author's past article, "How green is my Bengal?", sparked outrage from left-liberal groups, and it is alleged that some Bengali intellectuals are complicit in promoting hatred, unaware that they may ultimately become targets themselves.
778	0.2994	0.5160	“Joe Biden called Black youth super predators.”	Joe Biden referred to black youth as "super predators", which may have negatively impacted his relationship with this demographic, potentially leading to them voting for Donald Trump instead.
