Index	AvgScore	Score	NormalizedClaim	Text
790	0.2993	0.5203	"The CDC has the power to extend the eviction moratorium.”	The CDC has the authority to extend the eviction moratorium due to the ongoing COVID-19 pandemic, particularly with the rise of the delta variant.
791	0.2996	0.5247	Due to COVID-19 Outbreak, Central Govt. Has Started Online Processing of GST Refund. Click on the given website	The Central Government has initiated online processing of GST refunds in response to the COVID-19 outbreak.
792	0.1110	0.1667	“Sunlight actually can kill the (novel coronavirus.)”	The author wants to share factual coronavirus information to combat misinformation.
793	0.2998	0.6162	Black Garlic can cure 14 types of cancer	Black garlic contains twice the antioxidant levels of white garlic and has been shown to have toxic effects on 14 types of cancer cells, with potential powerful healing benefits.
794	0.2996	0.1181	Viral video of people electrocuted during Ganesh festival is recent	A 23-foot tall Ganesh idol procession in Ankleshwar, Gujarat, resulted in the electrocution deaths of three boys and left seven others in critical condition after they came into contact with a live electric wire.
795	0.2997	0.3930	This daughter has been found in Bareilly on the train coming from Mumbai. Her name is Sonal Pate. Plz share further whoever has it. Pray too. Do good. Maybe you will help her reunite with her family	Sonal Pate, a daughter, has been found on a train from Mumbai in Bareilly and efforts are being made to reunite her with her family.
796	0.2999	0.4707	February 6, 2023
....There are reports of several hundred dead.
The Entire buildings collapsed in South #Turkey the epicenter of 7.8 magnitude earthquake in last hour,
#Turkey #earthquake	A 7.8 magnitude earthquake struck South Turkey on February 6, 2023, causing several hundred deaths and the collapse of entire buildings.
797	0.3000	0.3873	Video of BJP MLA getting beaten up by people in Patna (Bihar).	A BJP MLA in Patna, Bihar, was physically assaulted by the public due to a dispute over inadequate road infrastructure and allegedly making offensive remarks.
798	0.2999	0.2108	A social media user claim that if you have nasal congestion, you can clear it by either eating it raw or inhaling vapors of garlic in water. We fact-checked and found the claim to be Mostly False. 	Eating raw garlic or inhaling garlic steam from heated cloves in water is effective in relieving nasal congestion.
799	0.2999	0.3186	David Miller Daughter, and his little princess die due to cancer ahead of India vs South Africa ODI. He shares a heartfelt message on his Instagram account. He wising goodbye to his little princess. Miller also shared a video and said “Rip my little	David Miller's daughter has passed away due to cancer, prompting him to share a heartfelt goodbye message and tribute on his Instagram account.
800	0.2998	0.2110	In Qatar fans who are not allowed to enter the stadium with beer at the World Cup are being caught trying to enter the stadium with Pepsi stickers in this form.  It should be noted that Qatar prohibits any alcoholic beverages.
Brazilians have find a way to enter the stadium of Qatar with beer.
#FIFAWorldCup  #Argentina	At the World Cup in Qatar, where alcoholic beverages are prohibited, some fans are attempting to sneak into stadiums by disguising beer as Pepsi using stickers.
801	0.1132	0.0877	COVID Vaccine make you a ‘ticking time bomb’	The post uses the COVID-19 vaccine as a metaphor to criticize government or pharmaceutical institutions, implying they are causing harm to people.
802	0.2992	0.1304	Canadian sniper 'Wali' was killed by Russian forces in Ukraine	Canadian sniper Wali, known as the world's deadliest sniper, has passed away.
803	0.2995	0.5208	The claim: Biden said, 'People are dying that have never died before'	President Biden stated that people who have never died before are dying, which concerns me since I have never died before.
804	0.1548	0.0840	Says “Dr. Fauci lied about masks in March.”	A Bible verse from Colossians 3:12-13 about compassion and forgiveness.
805	0.1548	0.1210	Photo shows U.S. Rep. Lauren Boebert with two scantily dressed men.	A photo of a church and a drag bar with a caption promoting traditional values.
806	0.2987	0.2203	Congress party shared a picture of a truck on World Sleep Day, which read: "Don't blow horns, Modi government is sleeping" but the picture was photo shopped and not real.	On World Sleep Day, Prime Minister Modi is unlikely to read this message.
807	0.2991	0.6148	Photo of Pakistani government providing security to New Zealand cricket team	The Pakistani government deployed more security personnel for the New Zealand cricket team than the Afghan Taliban sent fighters to conquer Panjshir.
808	0.2996	0.6780	The new US President Joe Biden kneeling and apologising in front of the daughter of a black man who was strangled to death by white American police during the Trump administration	US President Joe Biden apologized to the daughter of a black man who was fatally strangled by American police officers during the Trump administration.
809	0.2997	0.3495	Mayor of London Sadiq Khan said people should learn Arabic.	The London Mayor advocates for creating harmony by learning Arabic and embracing Muslim culture to promote understanding and acceptance of their religion.
810	0.1140	0.5718	Post implies Gates wanted to control population through vaccine deaths	The user is criticizing Bill Gates and implying that he has a hidden agenda to control population growth through vaccines.
811	0.1140	0.1258	Says 12 restaurants and food companies are "supporting Trump’s re-election."
	Eating healthier is a top priority, and having knowledge about healthy options motivates me to make better food choices, even when it comes to fast food.
812	0.2993	0.4240	Video of Dubai Police playing Indian National Anthem for 2021 Independence Day celebrations	The Dubai police in the UAE participated in the celebration of India's Independence Day in 2021.
813	0.2991	0.1404	Some of the foreign aid budget went on China’s film and museum industry last year.	The Chinese film industry received a £14 billion investment to support its growth and development.
814	0.2990	0.2116	Nicola Sturgeon has banned the Union Jack from British government buildings and replaced it with the EU flag.	The Scottish Government flies the European flag daily from its buildings, excluding designated flag flying dates.
815	0.2989	0.2410	Passports aren’t required to enter the United States from Mexico and Canada.	Travelers are required to have a passport to enter Mexico, while Mexicans can enter the US without documentation due to differing immigration policies and regulations between the two countries.
816	0.2992	0.5636	Asiatic lions sighted in Gujarat	Asiatic lions have been spotted in the state of Gujarat.
817	0.1542	0.1079	A boy with autism named Brayden and his dog are missing in Derbyshire.	A warning about potential scams in online posts about reuniting vulnerable people.
818	0.1547	0.3571	Tennessee ban Plan B and made its ordering criminally punishable	Protest against US states' ban on Plan B and potential nationwide abortion ban.
819	0.2992	0.6129	A Muslim youth molested a Hindu woman in the market	A Muslim youth allegedly molested a Hindu woman at a market location.
820	0.2992	0.2921	Jim Jordan said, “It’s finally happening! Adam Schiff will be impeached.”	Representative Jim Jordan has called for the impeachment of Representative Adam Schiff.
821	0.2998	0.8373	Naomi Biden says Joe Biden died four years ago and was replaced by his twin	Naomi Biden claims that Joe Biden allegedly died four years ago and was replaced by a twin.
822	0.2996	0.1033	The UK has recorded five times more deaths “due to” the Covid-19 vaccines than all other vaccines over the past five years	Reporting of adverse events is highest for newly introduced medicines within the first one to two years after market release and subsequently decreases over time.
823	0.1548	0.1786	Boy infected with HIV from tainted pineapple	A boy eats pineapple, falls sick, and is diagnosed with AIDS, but the story is likely misinformation.
824	0.2992	0.1297	“Harvard is sitting on top of a $54 billion hedge fund they call an ‘endowment’ that they pay zero taxes on. Yale has $31 Billion. Stanford $29 Billion. Princeton $26 Billion.”	Top universities, including Harvard, Yale, Stanford, and Princeton, hold massive tax-exempt endowments totaling billions of dollars, while the middle class is expected to bear the cost of student loan forgiveness.
825	0.2994	0.4377	“Fox News went from 97% reporting to 94% in Virginia. The fraud is so blatant it's not funny anymore.”	Fox News reported a decrease in voter support from 97% to 94% in Virginia, allegedly due to fraudulent activities.
826	0.2994	0.3486	Facebook users have the chance to win a Center Parcs holiday by interacting with a post.	Center Parcs' new CEO, Colin McKinlay, is giving away a 5-night holiday for 8 people at a chosen Center Parcs location to one person who shares, likes, and comments "Done" on the post by December 23rd.
827	0.2994	0.2964	Big breaking. Bill passed in US which recognized Hindu New Year. Sanatan's danka is ringing all over the world. Jai Shri Ram	The US has passed a bill recognizing the Hindu New Year, also known as Sanatan.
828	0.2997	0.4872	A “sign outside Bucks County voting place. Democrats shown, republicans blurred out. … More scamming in Pennsylvania!”	A voting place in Warwick Township, Bucks County, at Meyer Way Park, allegedly displayed a sign outside that showed Democrats while blurring out Republicans.
829	0.2995	0.1807	Shahrukh Khan says when Pakistan won a match feels like his father won.	Shah Rukh Khan, who identifies as a Pathan, feels a personal connection to Pakistan's victories and is set to release his new movie "Pathan", for which he has sought blessings for its success.
830	0.1139	0.0862	COVID-19 always had a greater survival rate than influenza.	The entity is questioning the alignment of a social movement with Russian interests, implying potential hypocrisy in their neutrality stance on the Ukrainian conflict.
831	0.2992	0.2323	Saint Luke's Hospital of Kansas City suggesting that extensive research has shown that Vodka can kill novel Coronavirus	Consuming alcoholic beverages may help reduce the risk of infection by the novel coronavirus, according to extensive research findings.
832	0.2991	0.2280	A patch on law enforcement officers in Portland is for “ZTI solutions, a PRIVATE contractor.”	The private security company Blackwater, not law enforcement, was involved in the incident.
833	0.2993	0.4441	A man called Martin Jones, who has dementia and is 79, has been reported missing in Grimsby.	Mr. Martin Jones, a 79-year-old man with dementia, is missing after driving out of Grimsby yesterday with his dog Baxter, and a silver alert has been activated to ensure his safe return.
834	0.1139	0.2062	Over the past two years, employment is up.	The entity is misrepresenting employment data.
835	0.2992	0.4396	President Rodrigo Duterte fulfilled his promise to go to the South China Sea via jet ski and wave the Philippine flag	Daddy Digs has fulfilled his promise to raise the flag in the South China Sea, prompting speculation about the potential reaction and plans of the Yellow-tae groups.
